score_id,table_id,nom,domaine,semaine,completude,unicite,validite,score_global,alerte
SCR_0003872,TBL_0144,marketing_croiser_44,Marketing,2024-37,86.3,93.9,92.2,90.8,False
SCR_0003873,TBL_0144,marketing_croiser_44,Marketing,2024-38,88.6,97.7,93.1,93.1,False
SCR_0003874,TBL_0144,marketing_croiser_44,Marketing,2024-39,93.6,94.1,98.6,95.4,False
SCR_0003875,TBL_0144,marketing_croiser_44,Marketing,2024-40,89.3,92.1,100.0,93.8,False
SCR_0003876,TBL_0144,marketing_croiser_44,Marketing,2024-41,82.7,92.8,88.9,88.1,False
SCR_0003877,TBL_0144,marketing_croiser_44,Marketing,2024-42,100.0,100.0,99.5,99.8,False
SCR_0003878,TBL_0144,marketing_croiser_44,Marketing,2024-43,88.7,100.0,93.8,94.2,False
SCR_0003879,TBL_0144,marketing_croiser_44,Marketing,2024-44,93.9,95.5,91.8,93.7,False
SCR_0003880,TBL_0144,marketing_croiser_44,Marketing,2024-45,89.0,94.4,95.0,92.8,False
SCR_0003881,TBL_0144,marketing_croiser_44,Marketing,2024-46,91.5,94.9,99.5,95.3,False
SCR_0003882,TBL_0144,marketing_croiser_44,Marketing,2024-47,78.1,96.5,95.6,90.1,False
SCR_0003883,TBL_0144,marketing_croiser_44,Marketing,2024-48,94.6,94.8,93.0,94.1,False
SCR_0003884,TBL_0144,marketing_croiser_44,Marketing,2024-49,93.9,99.5,90.5,94.6,False
SCR_0003885,TBL_0144,marketing_croiser_44,Marketing,2024-50,91.1,100.0,81.4,90.8,False
SCR_0003886,TBL_0144,marketing_croiser_44,Marketing,2024-51,87.2,99.4,97.5,94.7,False
SCR_0003887,TBL_0144,marketing_croiser_44,Marketing,2024-52,92.1,93.7,87.6,91.1,False
SCR_0003888,TBL_0144,marketing_croiser_44,Marketing,2024-53,87.6,99.6,88.9,92.0,False
SCR_0003889,TBL_0145,marketing_taire_45,Marketing,2024-27,90.4,92.7,96.2,93.1,False
SCR_0003890,TBL_0145,marketing_taire_45,Marketing,2024-28,87.8,94.7,83.6,88.7,False
SCR_0003891,TBL_0145,marketing_taire_45,Marketing,2024-29,83.5,95.0,85.4,88.0,False
SCR_0003892,TBL_0145,marketing_taire_45,Marketing,2024-30,98.4,88.8,88.0,91.7,False
SCR_0003893,TBL_0145,marketing_taire_45,Marketing,2024-31,90.1,93.9,86.5,90.2,False
SCR_0003894,TBL_0145,marketing_taire_45,Marketing,2024-32,86.2,92.0,90.6,89.6,False
SCR_0003895,TBL_0145,marketing_taire_45,Marketing,2024-33,97.8,95.2,97.9,97.0,False
SCR_0003896,TBL_0145,marketing_taire_45,Marketing,2024-34,92.0,98.3,78.0,89.4,False
SCR_0003897,TBL_0145,marketing_taire_45,Marketing,2024-35,88.8,98.9,89.1,92.3,False
SCR_0003898,TBL_0145,marketing_taire_45,Marketing,2024-36,97.0,99.5,89.7,95.4,False
SCR_0003899,TBL_0145,marketing_taire_45,Marketing,2024-37,88.0,92.0,88.9,89.6,False
SCR_0003900,TBL_0145,marketing_taire_45,Marketing,2024-38,85.1,96.3,84.7,88.7,False
SCR_0003901,TBL_0145,marketing_taire_45,Marketing,2024-39,92.4,96.9,83.7,91.0,False
SCR_0003902,TBL_0145,marketing_taire_45,Marketing,2024-40,96.2,96.5,95.7,96.1,False
SCR_0003903,TBL_0145,marketing_taire_45,Marketing,2024-41,87.0,96.9,97.6,93.8,False
SCR_0003904,TBL_0145,marketing_taire_45,Marketing,2024-42,89.6,100.0,92.2,93.9,False
SCR_0003905,TBL_0145,marketing_taire_45,Marketing,2024-43,94.6,95.9,94.9,95.1,False
SCR_0003906,TBL_0145,marketing_taire_45,Marketing,2024-44,83.3,96.1,88.3,89.2,False
SCR_0003907,TBL_0145,marketing_taire_45,Marketing,2024-45,86.6,100.0,90.9,92.5,False
SCR_0003908,TBL_0145,marketing_taire_45,Marketing,2024-46,86.0,93.9,85.5,88.5,False
SCR_0003909,TBL_0145,marketing_taire_45,Marketing,2024-47,95.7,92.9,94.6,94.4,False
SCR_0003910,TBL_0145,marketing_taire_45,Marketing,2024-48,95.4,93.5,94.7,94.5,False
SCR_0003911,TBL_0145,marketing_taire_45,Marketing,2024-49,85.9,100.0,96.7,94.2,False
SCR_0003912,TBL_0145,marketing_taire_45,Marketing,2024-50,89.2,92.7,91.4,91.1,False
SCR_0003913,TBL_0145,marketing_taire_45,Marketing,2024-51,88.6,100.0,85.9,91.5,False
SCR_0003914,TBL_0145,marketing_taire_45,Marketing,2024-52,90.5,94.9,91.4,92.3,False
SCR_0003915,TBL_0145,marketing_taire_45,Marketing,2024-53,89.6,94.7,96.4,93.6,False
SCR_0003916,TBL_0146,marketing_rapidement_46,Marketing,2024-27,87.4,91.3,72.8,83.8,False
SCR_0003917,TBL_0146,marketing_rapidement_46,Marketing,2024-28,86.2,85.0,91.2,87.5,False
SCR_0003918,TBL_0146,marketing_rapidement_46,Marketing,2024-29,90.9,87.2,86.7,88.3,False
SCR_0003919,TBL_0146,marketing_rapidement_46,Marketing,2024-30,82.6,93.7,88.5,88.3,False
SCR_0003920,TBL_0146,marketing_rapidement_46,Marketing,2024-31,91.9,91.2,89.2,90.8,False
SCR_0003921,TBL_0146,marketing_rapidement_46,Marketing,2024-32,85.3,92.5,79.3,85.7,False
SCR_0003922,TBL_0146,marketing_rapidement_46,Marketing,2024-33,85.3,89.8,91.6,88.9,False
SCR_0003923,TBL_0146,marketing_rapidement_46,Marketing,2024-34,84.2,86.9,88.0,86.4,False
SCR_0003924,TBL_0146,marketing_rapidement_46,Marketing,2024-35,80.7,84.2,91.6,85.5,False
SCR_0003925,TBL_0146,marketing_rapidement_46,Marketing,2024-36,87.3,91.4,94.5,91.1,False
SCR_0003926,TBL_0146,marketing_rapidement_46,Marketing,2024-37,82.3,85.7,87.6,85.2,False
SCR_0003927,TBL_0146,marketing_rapidement_46,Marketing,2024-38,83.6,87.5,87.6,86.2,False
SCR_0003928,TBL_0146,marketing_rapidement_46,Marketing,2024-39,82.6,84.5,85.8,84.3,False
SCR_0003929,TBL_0146,marketing_rapidement_46,Marketing,2024-40,80.5,90.7,84.7,85.3,False
SCR_0003930,TBL_0146,marketing_rapidement_46,Marketing,2024-41,89.4,94.8,91.4,91.9,False
SCR_0003931,TBL_0146,marketing_rapidement_46,Marketing,2024-42,78.8,94.5,95.9,89.7,False
SCR_0003932,TBL_0146,marketing_rapidement_46,Marketing,2024-43,85.1,94.0,85.2,88.1,False
SCR_0003933,TBL_0146,marketing_rapidement_46,Marketing,2024-44,77.5,87.7,96.6,87.3,False
SCR_0003934,TBL_0146,marketing_rapidement_46,Marketing,2024-45,79.0,90.0,88.2,85.7,False
SCR_0003935,TBL_0146,marketing_rapidement_46,Marketing,2024-46,82.9,88.7,88.4,86.7,False
SCR_0003936,TBL_0146,marketing_rapidement_46,Marketing,2024-47,82.8,85.7,89.1,85.9,False
SCR_0003937,TBL_0146,marketing_rapidement_46,Marketing,2024-48,89.3,92.6,84.0,88.6,False
SCR_0003938,TBL_0146,marketing_rapidement_46,Marketing,2024-49,80.0,89.1,95.8,88.3,False
SCR_0003939,TBL_0146,marketing_rapidement_46,Marketing,2024-50,87.6,92.1,92.4,90.7,False
SCR_0003940,TBL_0146,marketing_rapidement_46,Marketing,2024-51,86.7,90.4,91.3,89.5,False
SCR_0003941,TBL_0146,marketing_rapidement_46,Marketing,2024-52,82.8,85.8,91.6,86.7,False
SCR_0003942,TBL_0146,marketing_rapidement_46,Marketing,2024-53,90.0,86.6,92.1,89.6,False
SCR_0003943,TBL_0147,marketing_rencontrer_47,Marketing,2024-27,86.7,85.0,78.9,83.5,False
SCR_0003944,TBL_0147,marketing_rencontrer_47,Marketing,2024-28,80.5,83.3,79.9,81.2,False
SCR_0003945,TBL_0147,marketing_rencontrer_47,Marketing,2024-29,81.7,80.2,75.8,79.2,True
SCR_0003946,TBL_0147,marketing_rencontrer_47,Marketing,2024-30,80.1,84.9,84.7,83.2,False
SCR_0003947,TBL_0147,marketing_rencontrer_47,Marketing,2024-31,87.5,85.3,86.0,86.3,False
SCR_0003948,TBL_0147,marketing_rencontrer_47,Marketing,2024-32,76.1,87.3,80.4,81.3,False
SCR_0003949,TBL_0147,marketing_rencontrer_47,Marketing,2024-33,80.3,84.7,88.2,84.4,False
SCR_0003950,TBL_0147,marketing_rencontrer_47,Marketing,2024-34,74.8,78.2,81.9,78.3,True
SCR_0003951,TBL_0147,marketing_rencontrer_47,Marketing,2024-35,81.9,85.5,89.2,85.5,False
SCR_0003952,TBL_0147,marketing_rencontrer_47,Marketing,2024-36,81.7,83.3,71.4,78.8,True
SCR_0003953,TBL_0147,marketing_rencontrer_47,Marketing,2024-37,79.1,88.1,81.0,82.7,False
SCR_0003954,TBL_0147,marketing_rencontrer_47,Marketing,2024-38,80.1,86.3,77.9,81.4,False
SCR_0003955,TBL_0147,marketing_rencontrer_47,Marketing,2024-39,82.5,89.9,82.1,84.8,False
SCR_0003956,TBL_0147,marketing_rencontrer_47,Marketing,2024-40,75.5,84.8,71.9,77.4,True
SCR_0003957,TBL_0147,marketing_rencontrer_47,Marketing,2024-41,81.3,86.4,91.4,86.4,False
SCR_0003958,TBL_0147,marketing_rencontrer_47,Marketing,2024-42,79.2,86.2,78.7,81.4,False
SCR_0003959,TBL_0147,marketing_rencontrer_47,Marketing,2024-43,78.6,80.4,82.0,80.3,False
SCR_0003960,TBL_0147,marketing_rencontrer_47,Marketing,2024-44,78.8,85.9,79.9,81.5,False
SCR_0003961,TBL_0147,marketing_rencontrer_47,Marketing,2024-45,80.3,84.0,81.3,81.9,False
SCR_0003962,TBL_0147,marketing_rencontrer_47,Marketing,2024-46,80.3,85.1,86.8,84.1,False
SCR_0003963,TBL_0147,marketing_rencontrer_47,Marketing,2024-47,79.5,84.0,82.1,81.9,False
SCR_0003964,TBL_0147,marketing_rencontrer_47,Marketing,2024-48,77.1,83.9,93.2,84.7,False
SCR_0003965,TBL_0147,marketing_rencontrer_47,Marketing,2024-49,76.3,84.2,81.1,80.5,False
SCR_0003966,TBL_0147,marketing_rencontrer_47,Marketing,2024-50,79.0,84.0,84.4,82.5,False
SCR_0003967,TBL_0147,marketing_rencontrer_47,Marketing,2024-51,73.2,88.1,86.2,82.5,False
SCR_0003968,TBL_0147,marketing_rencontrer_47,Marketing,2024-52,75.0,78.2,78.1,77.1,True
SCR_0003969,TBL_0147,marketing_rencontrer_47,Marketing,2024-53,79.0,92.7,85.7,85.8,False
SCR_0003970,TBL_0148,marketing_songer_48,Marketing,2024-27,82.8,92.9,91.7,89.1,False
SCR_0003971,TBL_0148,marketing_songer_48,Marketing,2024-28,91.0,91.1,91.3,91.1,False
SCR_0003972,TBL_0148,marketing_songer_48,Marketing,2024-29,87.1,91.7,93.3,90.7,False
SCR_0003973,TBL_0148,marketing_songer_48,Marketing,2024-30,93.1,97.5,94.9,95.2,False
SCR_0003974,TBL_0148,marketing_songer_48,Marketing,2024-31,88.0,97.1,93.5,92.9,False
SCR_0003975,TBL_0148,marketing_songer_48,Marketing,2024-32,90.5,93.2,89.5,91.1,False
SCR_0003976,TBL_0148,marketing_songer_48,Marketing,2024-33,90.3,100.0,93.5,94.6,False
SCR_0003977,TBL_0148,marketing_songer_48,Marketing,2024-34,87.6,92.5,89.5,89.9,False
SCR_0003978,TBL_0148,marketing_songer_48,Marketing,2024-35,98.7,93.8,96.5,96.3,False
SCR_0003979,TBL_0148,marketing_songer_48,Marketing,2024-36,88.5,95.8,96.0,93.4,False
SCR_0003980,TBL_0148,marketing_songer_48,Marketing,2024-37,87.7,93.1,100.0,93.6,False
SCR_0003981,TBL_0148,marketing_songer_48,Marketing,2024-38,93.9,97.4,95.9,95.7,False
SCR_0003982,TBL_0148,marketing_songer_48,Marketing,2024-39,91.8,100.0,92.2,94.7,False
SCR_0003983,TBL_0148,marketing_songer_48,Marketing,2024-40,92.3,90.6,87.9,90.3,False
SCR_0003984,TBL_0148,marketing_songer_48,Marketing,2024-41,85.2,98.8,79.2,87.7,False
SCR_0003985,TBL_0148,marketing_songer_48,Marketing,2024-42,88.4,86.0,87.8,87.4,False
SCR_0003986,TBL_0148,marketing_songer_48,Marketing,2024-43,88.0,99.2,94.0,93.7,False
SCR_0003987,TBL_0148,marketing_songer_48,Marketing,2024-44,86.7,98.2,92.1,92.3,False
SCR_0003988,TBL_0148,marketing_songer_48,Marketing,2024-45,90.2,91.4,87.0,89.5,False
SCR_0003989,TBL_0148,marketing_songer_48,Marketing,2024-46,86.7,95.1,92.4,91.4,False
SCR_0003990,TBL_0148,marketing_songer_48,Marketing,2024-47,96.2,96.2,78.5,90.3,False
SCR_0003991,TBL_0148,marketing_songer_48,Marketing,2024-48,91.1,90.6,87.2,89.6,False
SCR_0003992,TBL_0148,marketing_songer_48,Marketing,2024-49,86.8,93.0,85.1,88.3,False
SCR_0003993,TBL_0148,marketing_songer_48,Marketing,2024-50,90.8,90.8,93.8,91.8,False
SCR_0003994,TBL_0148,marketing_songer_48,Marketing,2024-51,98.9,91.0,90.6,93.5,False
SCR_0003995,TBL_0148,marketing_songer_48,Marketing,2024-52,79.9,94.1,95.2,89.7,False
SCR_0003996,TBL_0148,marketing_songer_48,Marketing,2024-53,92.9,95.2,96.4,94.8,False
SCR_0003997,TBL_0149,marketing_ramasser_49,Marketing,2024-27,95.2,95.1,85.4,91.9,False
SCR_0003998,TBL_0149,marketing_ramasser_49,Marketing,2024-28,79.2,88.8,83.3,83.8,False
SCR_0003999,TBL_0149,marketing_ramasser_49,Marketing,2024-29,86.8,86.5,87.6,87.0,False
SCR_0004000,TBL_0149,marketing_ramasser_49,Marketing,2024-30,88.4,89.7,83.3,87.1,False
SCR_0004001,TBL_0149,marketing_ramasser_49,Marketing,2024-31,89.7,84.4,86.4,86.8,False
SCR_0004002,TBL_0149,marketing_ramasser_49,Marketing,2024-32,84.8,90.0,88.9,87.9,False
SCR_0004003,TBL_0149,marketing_ramasser_49,Marketing,2024-33,87.4,89.9,86.2,87.8,False
SCR_0004004,TBL_0149,marketing_ramasser_49,Marketing,2024-34,83.4,88.2,91.9,87.8,False
SCR_0004005,TBL_0149,marketing_ramasser_49,Marketing,2024-35,82.4,92.5,88.1,87.7,False
SCR_0004006,TBL_0149,marketing_ramasser_49,Marketing,2024-36,82.9,91.9,84.4,86.4,False
SCR_0004007,TBL_0149,marketing_ramasser_49,Marketing,2024-37,87.6,90.6,85.0,87.7,False
SCR_0004008,TBL_0149,marketing_ramasser_49,Marketing,2024-38,87.1,91.6,93.8,90.8,False
SCR_0004009,TBL_0149,marketing_ramasser_49,Marketing,2024-39,88.9,91.5,82.4,87.6,False
SCR_0004010,TBL_0149,marketing_ramasser_49,Marketing,2024-40,94.8,85.8,92.7,91.1,False
SCR_0004011,TBL_0149,marketing_ramasser_49,Marketing,2024-41,86.7,86.5,87.4,86.9,False
SCR_0004012,TBL_0149,marketing_ramasser_49,Marketing,2024-42,84.7,93.9,84.4,87.7,False
SCR_0004013,TBL_0149,marketing_ramasser_49,Marketing,2024-43,84.0,83.0,96.7,87.9,False
SCR_0004014,TBL_0149,marketing_ramasser_49,Marketing,2024-44,80.7,91.0,87.5,86.4,False
SCR_0004015,TBL_0149,marketing_ramasser_49,Marketing,2024-45,84.6,92.4,96.4,91.1,False
SCR_0004016,TBL_0149,marketing_ramasser_49,Marketing,2024-46,86.0,92.0,89.6,89.2,False
SCR_0004017,TBL_0149,marketing_ramasser_49,Marketing,2024-47,89.1,88.6,93.4,90.4,False
SCR_0004018,TBL_0149,marketing_ramasser_49,Marketing,2024-48,89.4,93.2,84.7,89.1,False
SCR_0004019,TBL_0149,marketing_ramasser_49,Marketing,2024-49,84.3,90.7,81.1,85.4,False
SCR_0004020,TBL_0149,marketing_ramasser_49,Marketing,2024-50,91.4,90.0,89.4,90.3,False
SCR_0004021,TBL_0149,marketing_ramasser_49,Marketing,2024-51,82.7,86.0,85.0,84.6,False
SCR_0004022,TBL_0149,marketing_ramasser_49,Marketing,2024-52,85.9,92.0,88.8,88.9,False
SCR_0004023,TBL_0149,marketing_ramasser_49,Marketing,2024-53,86.4,89.0,90.5,88.6,False
SCR_0004024,TBL_0150,marketing_apporter_50,Marketing,2024-27,90.9,92.1,92.0,91.7,False
SCR_0004025,TBL_0150,marketing_apporter_50,Marketing,2024-28,86.2,85.5,82.8,84.8,False
SCR_0004026,TBL_0150,marketing_apporter_50,Marketing,2024-29,86.8,90.0,90.2,89.0,False
SCR_0004027,TBL_0150,marketing_apporter_50,Marketing,2024-30,91.7,92.2,94.3,92.7,False
SCR_0004028,TBL_0150,marketing_apporter_50,Marketing,2024-31,85.4,87.6,87.7,86.9,False
SCR_0004029,TBL_0150,marketing_apporter_50,Marketing,2024-32,81.8,94.7,92.0,89.5,False
SCR_0004030,TBL_0150,marketing_apporter_50,Marketing,2024-33,87.1,93.7,77.9,86.2,False
SCR_0004031,TBL_0150,marketing_apporter_50,Marketing,2024-34,87.4,86.1,88.0,87.2,False
SCR_0004032,TBL_0150,marketing_apporter_50,Marketing,2024-35,83.8,92.0,89.1,88.3,False
SCR_0004033,TBL_0150,marketing_apporter_50,Marketing,2024-36,90.4,88.2,91.5,90.0,False
SCR_0004034,TBL_0150,marketing_apporter_50,Marketing,2024-37,85.6,85.1,83.4,84.7,False
SCR_0004035,TBL_0150,marketing_apporter_50,Marketing,2024-38,84.4,93.3,90.3,89.3,False
SCR_0004036,TBL_0150,marketing_apporter_50,Marketing,2024-39,80.3,89.6,98.1,89.3,False
SCR_0004037,TBL_0150,marketing_apporter_50,Marketing,2024-40,85.4,89.0,90.5,88.3,False
SCR_0004038,TBL_0150,marketing_apporter_50,Marketing,2024-41,88.1,88.6,90.5,89.1,False
SCR_0004039,TBL_0150,marketing_apporter_50,Marketing,2024-42,83.7,92.2,88.8,88.2,False
SCR_0004040,TBL_0150,marketing_apporter_50,Marketing,2024-43,86.9,87.7,83.9,86.2,False
SCR_0004041,TBL_0150,marketing_apporter_50,Marketing,2024-44,88.8,89.8,89.4,89.3,False
SCR_0004042,TBL_0150,marketing_apporter_50,Marketing,2024-45,83.8,92.7,85.0,87.2,False
SCR_0004043,TBL_0150,marketing_apporter_50,Marketing,2024-46,84.5,92.4,93.9,90.3,False
SCR_0004044,TBL_0150,marketing_apporter_50,Marketing,2024-47,82.9,95.9,89.6,89.5,False
SCR_0004045,TBL_0150,marketing_apporter_50,Marketing,2024-48,80.8,91.1,86.1,86.0,False
SCR_0004046,TBL_0150,marketing_apporter_50,Marketing,2024-49,86.7,89.9,88.4,88.3,False
SCR_0004047,TBL_0150,marketing_apporter_50,Marketing,2024-50,81.4,93.0,82.2,85.5,False
SCR_0004048,TBL_0150,marketing_apporter_50,Marketing,2024-51,80.6,91.1,96.0,89.2,False
SCR_0004049,TBL_0150,marketing_apporter_50,Marketing,2024-52,83.6,92.1,93.4,89.7,False
SCR_0004050,TBL_0150,marketing_apporter_50,Marketing,2024-53,88.3,89.1,82.5,86.6,False
SCR_0004051,TBL_0151,ventes_soldat_1,Ventes,2024-27,76.2,89.2,93.9,86.4,False
SCR_0004052,TBL_0151,ventes_soldat_1,Ventes,2024-28,80.5,92.1,83.2,85.3,False
SCR_0004053,TBL_0151,ventes_soldat_1,Ventes,2024-29,85.4,92.1,84.7,87.4,False
SCR_0004054,TBL_0151,ventes_soldat_1,Ventes,2024-30,85.7,88.8,91.5,88.7,False
SCR_0004055,TBL_0151,ventes_soldat_1,Ventes,2024-31,85.9,90.2,95.8,90.6,False
SCR_0004056,TBL_0151,ventes_soldat_1,Ventes,2024-32,87.6,87.9,87.6,87.7,False
SCR_0004057,TBL_0151,ventes_soldat_1,Ventes,2024-33,84.7,90.2,100.0,91.6,False
SCR_0004058,TBL_0151,ventes_soldat_1,Ventes,2024-34,86.5,83.9,85.3,85.2,False
SCR_0004059,TBL_0151,ventes_soldat_1,Ventes,2024-35,77.3,89.0,78.1,81.5,False
SCR_0004060,TBL_0151,ventes_soldat_1,Ventes,2024-36,81.5,85.4,89.9,85.6,False
SCR_0004061,TBL_0151,ventes_soldat_1,Ventes,2024-37,85.0,90.9,87.5,87.8,False
SCR_0004062,TBL_0151,ventes_soldat_1,Ventes,2024-38,79.4,91.5,97.6,89.5,False
SCR_0004063,TBL_0151,ventes_soldat_1,Ventes,2024-39,86.6,88.7,80.9,85.4,False
SCR_0004064,TBL_0151,ventes_soldat_1,Ventes,2024-40,81.4,91.4,93.4,88.7,False
SCR_0004065,TBL_0151,ventes_soldat_1,Ventes,2024-41,86.0,92.4,91.5,90.0,False
SCR_0004066,TBL_0151,ventes_soldat_1,Ventes,2024-42,87.0,88.0,88.9,88.0,False
SCR_0004067,TBL_0151,ventes_soldat_1,Ventes,2024-43,81.6,90.1,89.7,87.1,False
SCR_0004068,TBL_0151,ventes_soldat_1,Ventes,2024-44,91.7,86.1,90.4,89.4,False
SCR_0004069,TBL_0151,ventes_soldat_1,Ventes,2024-45,90.9,92.3,92.2,91.8,False
SCR_0004070,TBL_0151,ventes_soldat_1,Ventes,2024-46,87.4,93.9,82.6,88.0,False
SCR_0004071,TBL_0151,ventes_soldat_1,Ventes,2024-47,79.5,90.0,77.2,82.2,False
SCR_0004072,TBL_0151,ventes_soldat_1,Ventes,2024-48,89.9,93.7,85.8,89.8,False
SCR_0004073,TBL_0151,ventes_soldat_1,Ventes,2024-49,83.5,89.8,88.3,87.2,False
SCR_0004074,TBL_0151,ventes_soldat_1,Ventes,2024-50,85.5,91.7,87.1,88.1,False
SCR_0004075,TBL_0151,ventes_soldat_1,Ventes,2024-51,88.8,91.3,85.0,88.4,False
SCR_0004076,TBL_0151,ventes_soldat_1,Ventes,2024-52,90.3,85.9,87.5,87.9,False
SCR_0004077,TBL_0151,ventes_soldat_1,Ventes,2024-53,88.9,87.8,89.5,88.7,False
SCR_0004078,TBL_0152,ventes_empire_2,Ventes,2024-27,87.2,87.4,87.6,87.4,False
SCR_0004079,TBL_0152,ventes_empire_2,Ventes,2024-28,84.4,88.3,99.5,90.7,False
SCR_0004080,TBL_0152,ventes_empire_2,Ventes,2024-29,81.9,93.0,86.0,87.0,False
SCR_0004081,TBL_0152,ventes_empire_2,Ventes,2024-30,80.7,90.3,91.2,87.4,False
SCR_0004082,TBL_0152,ventes_empire_2,Ventes,2024-31,88.7,94.7,100.0,94.5,False
SCR_0004083,TBL_0152,ventes_empire_2,Ventes,2024-32,86.0,88.0,90.3,88.1,False
SCR_0004084,TBL_0152,ventes_empire_2,Ventes,2024-33,83.9,92.8,81.5,86.1,False
SCR_0004085,TBL_0152,ventes_empire_2,Ventes,2024-34,94.5,92.6,79.6,88.9,False
SCR_0004086,TBL_0152,ventes_empire_2,Ventes,2024-35,82.2,92.4,93.9,89.5,False
SCR_0004087,TBL_0152,ventes_empire_2,Ventes,2024-36,79.9,92.1,78.3,83.4,False
SCR_0004088,TBL_0152,ventes_empire_2,Ventes,2024-37,84.6,93.3,85.2,87.7,False
SCR_0004089,TBL_0152,ventes_empire_2,Ventes,2024-38,79.0,90.4,85.0,84.8,False
SCR_0004090,TBL_0152,ventes_empire_2,Ventes,2024-39,87.5,87.3,84.1,86.3,False
SCR_0004091,TBL_0152,ventes_empire_2,Ventes,2024-40,76.9,90.5,87.2,84.9,False
SCR_0004092,TBL_0152,ventes_empire_2,Ventes,2024-41,80.2,90.6,93.1,88.0,False
SCR_0004093,TBL_0152,ventes_empire_2,Ventes,2024-42,84.1,90.8,89.4,88.1,False
SCR_0004094,TBL_0152,ventes_empire_2,Ventes,2024-43,80.2,96.2,85.6,87.3,False
SCR_0004095,TBL_0152,ventes_empire_2,Ventes,2024-44,87.6,92.3,87.3,89.1,False
SCR_0004096,TBL_0152,ventes_empire_2,Ventes,2024-45,87.4,90.7,80.9,86.3,False
SCR_0004097,TBL_0152,ventes_empire_2,Ventes,2024-46,83.7,88.2,85.7,85.9,False
SCR_0004098,TBL_0152,ventes_empire_2,Ventes,2024-47,79.8,93.4,96.0,89.7,False
SCR_0004099,TBL_0152,ventes_empire_2,Ventes,2024-48,88.9,93.8,86.3,89.7,False
SCR_0004100,TBL_0152,ventes_empire_2,Ventes,2024-49,82.5,87.7,91.2,87.1,False
SCR_0004101,TBL_0152,ventes_empire_2,Ventes,2024-50,85.9,89.8,94.5,90.1,False
SCR_0004102,TBL_0152,ventes_empire_2,Ventes,2024-51,86.6,87.5,84.6,86.2,False
SCR_0004103,TBL_0152,ventes_empire_2,Ventes,2024-52,87.7,93.1,90.8,90.5,False
SCR_0004104,TBL_0152,ventes_empire_2,Ventes,2024-53,92.6,94.9,90.2,92.6,False
SCR_0004105,TBL_0153,ventes_briser_3,Ventes,2024-27,86.6,91.1,90.1,89.3,False
SCR_0004106,TBL_0153,ventes_briser_3,Ventes,2024-28,93.0,100.0,94.1,95.7,False
SCR_0004107,TBL_0153,ventes_briser_3,Ventes,2024-29,94.7,94.3,95.1,94.7,False
SCR_0004108,TBL_0153,ventes_briser_3,Ventes,2024-30,93.3,89.1,89.9,90.8,False
SCR_0004109,TBL_0153,ventes_briser_3,Ventes,2024-31,93.8,95.8,86.0,91.9,False
SCR_0004110,TBL_0153,ventes_briser_3,Ventes,2024-32,80.3,93.9,91.6,88.6,False
SCR_0004111,TBL_0153,ventes_briser_3,Ventes,2024-33,86.5,95.4,94.5,92.1,False
SCR_0004112,TBL_0153,ventes_briser_3,Ventes,2024-34,92.7,87.9,85.4,88.7,False
SCR_0004113,TBL_0153,ventes_briser_3,Ventes,2024-35,88.8,96.7,94.4,93.3,False
SCR_0004114,TBL_0153,ventes_briser_3,Ventes,2024-36,91.9,93.8,90.4,92.0,False
SCR_0004115,TBL_0153,ventes_briser_3,Ventes,2024-37,87.1,97.3,87.4,90.6,False
SCR_0004116,TBL_0153,ventes_briser_3,Ventes,2024-38,93.4,95.6,91.8,93.6,False
SCR_0004117,TBL_0153,ventes_briser_3,Ventes,2024-39,87.4,90.9,88.8,89.0,False
SCR_0004118,TBL_0153,ventes_briser_3,Ventes,2024-40,88.7,87.9,91.0,89.2,False
SCR_0004119,TBL_0153,ventes_briser_3,Ventes,2024-41,93.7,96.7,89.5,93.3,False
SCR_0004120,TBL_0153,ventes_briser_3,Ventes,2024-42,90.2,93.3,92.7,92.1,False
SCR_0004121,TBL_0153,ventes_briser_3,Ventes,2024-43,96.2,97.9,94.6,96.2,False
SCR_0004122,TBL_0153,ventes_briser_3,Ventes,2024-44,88.0,97.2,83.6,89.6,False
SCR_0004123,TBL_0153,ventes_briser_3,Ventes,2024-45,89.0,96.8,95.7,93.8,False
SCR_0004124,TBL_0153,ventes_briser_3,Ventes,2024-46,92.7,95.9,91.0,93.2,False
SCR_0004125,TBL_0153,ventes_briser_3,Ventes,2024-47,92.2,92.1,87.8,90.7,False
SCR_0004126,TBL_0153,ventes_briser_3,Ventes,2024-48,90.2,95.5,82.9,89.5,False
SCR_0004127,TBL_0153,ventes_briser_3,Ventes,2024-49,91.8,97.3,91.6,93.6,False
SCR_0004128,TBL_0153,ventes_briser_3,Ventes,2024-50,99.5,93.0,90.2,94.2,False
SCR_0004129,TBL_0153,ventes_briser_3,Ventes,2024-51,88.4,94.8,90.4,91.2,False
SCR_0004130,TBL_0153,ventes_briser_3,Ventes,2024-52,84.4,93.4,91.5,89.8,False
SCR_0004131,TBL_0153,ventes_briser_3,Ventes,2024-53,94.9,100.0,98.7,97.9,False
SCR_0004132,TBL_0154,ventes_montagne_4,Ventes,2024-27,81.9,87.9,87.2,85.7,False
SCR_0004133,TBL_0154,ventes_montagne_4,Ventes,2024-28,92.1,89.5,81.4,87.7,False
SCR_0004134,TBL_0154,ventes_montagne_4,Ventes,2024-29,83.0,92.3,91.4,88.9,False
